,book_id,5 star,4 star,3 star,2 star,1 star,total_review_count,ratings_count
63573,243109.The_Colony_of_Unrequited_Dreams,2341,2867,1463,426,137,425,7234
63603,104101.The_Lions_of_Al_Rassan,11017,6946,2730,623,222,1613,21538
63633,196564.Barney_s_Version,5141,4203,1722,425,228,844,11719
63663,2940207-the-flying-troutmans,1685,3302,2185,534,115,769,7821
63693,312029.Solomon_Gursky_Was_Here,952,1220,614,130,49,164,2965
63723,20170404-station-eleven,168051,186087,78255,18338,6817,52055,457548
63753,5941.Running_in_the_Family,2471,3253,2215,606,161,785,8706
63783,46755.Surfacing,4074,8118,8812,3225,899,1765,25128
63813,22207.Lullabies_for_Little_Criminals,8250,9739,4632,1115,330,1825,24066
63843,5942.Anil_s_Ghost,3112,6285,5559,1762,426,1416,17144
63873,102908.Beautiful_Losers,1686,2111,1748,710,396,546,6651
63903,151381.Mercy_Among_the_Children,1672,2110,1238,413,213,371,5646
63933,846265.What_s_Bred_in_the_Bone,2804,2313,803,128,38,316,6086
63963,14281.Selected_Stories,3473,2208,829,238,92,384,6840
63993,6486765-february,1638,2819,1985,611,182,759,7235
64023,8645.Stanley_Park,414,792,667,236,77,157,2186
64053,80966.The_White_Bone,1076,1163,776,309,147,391,3471
64083,8646.Crow_Lake,6679,9675,4859,881,199,2389,22293
64113,9815.The_View_from_Castle_Rock,1087,1899,1457,395,134,651,4972
64143,11922.Stolen,18613,17236,8051,1387,431,1616,45718
64173,1148401.Kiss_of_the_Fur_Queen,781,983,587,150,46,195,2547
64203,95693.The_Blue_Castle,19493,12823,5242,950,341,5774,38849
64233,240130.The_Paper_Bag_Princess,27677,13861,6587,1573,765,2267,50463
64263,6464937-too-much-happiness,5783,8933,5215,1449,458,2537,21838
64293,22328.Neuromancer,111155,99466,61310,22460,12066,12483,306457
64323,111151.The_Love_of_a_Good_Woman,2904,3377,1621,404,111,799,8417
64353,6777616-the-weed-that-strings-the-hangman-s-bag,15272,24874,11861,1480,386,5636,53873
64383,6551.Herzog,5718,7444,5137,1713,675,1340,20687
64413,3990859-i-heard-the-owl-call-my-name,2773,2742,1467,361,138,929,7481
64443,80969.Mister_Sandman,221,361,279,80,30,88,971
64473,20706317-the-first-fifteen-lives-of-harry-august,30874,30793,13833,4377,1920,9989,81797
64503,17231.Darkly_Dreaming_Dexter,69829,68316,45191,12963,6422,7181,202721
64533,135836.Trainspotting,64495,60565,26674,6423,3221,3497,161378
64563,10692.The_Historian,81553,85467,58574,22589,10427,17613,258610
64593,3682.A_Great_and_Terrible_Beauty,70662,68542,52308,19558,8256,10346,219326
64623,6288.The_Road,320055,287203,148591,51857,27813,53328,835519
64653,6563622-the-shadow-of-the-wind,306473,179145,70992,19780,8539,46608,584929
64683,497199.Factotum,20097,27030,14626,3362,1058,2375,66173
64713,567678.The_Wasp_Factory,26266,32973,20543,7211,3473,5631,90466
64743,12926063-skagboys,5999,5754,2511,791,504,689,15559
64773,402045.The_Mists_of_Avalon,91502,63369,32857,9709,4620,7310,202057
64803,40175491-lights-on-the-sea,982,817,530,178,53,528,2560
64833,46945.Requiem_for_a_Dream,24060,21131,9381,2335,1362,1590,58269
64863,4031.Lunar_Park,6615,9402,7587,2909,1070,1177,27583
64893,36236125-invisible-monsters,50540,48362,27658,7868,2618,6548,137046
64923,10426601-i-am-the-messenger,58256,56775,28589,7784,2839,15451,154243
64953,343.Perfume,165145,149350,74836,22924,9901,20856,422156
64983,24800.House_of_Leaves,72923,43202,22776,9472,5953,14947,154326
65013,1768603.The_White_Tiger,42304,76480,49099,12673,3997,12304,184553
65043,39999.The_Boy_in_the_Striped_Pajamas,318872,266276,113334,27317,12437,33912,738236
65073,10763598-daughter-of-smoke-bone,139458,120051,64163,20893,11712,32866,356277
65103,662.Atlas_Shrugged,137017,100166,68275,35103,38903,19282,379464
65133,49628.Cloud_Atlas,95097,81561,40309,15021,7591,21158,239579
65163,18045891-sharp-objects,317372,364773,182832,40303,13558,57321,918838
65193,2731276-the-story-of-edgar-sawtelle,24571,32946,23505,10768,5022,14043,96812
65223,13538873-mr-penumbra-s-24-hour-bookstore,45434,77444,55060,15587,4192,28073,197717
65253,44590965-unju---the-jump,14,2,1,1,0,5,18
65258,49997524-i-am-stalker,265,343,230,64,55,101,957
65288,25100045-tales-to-count-on,38,5,6,0,0,33,49
65318,40651883-snow-crash,109940,88223,44053,15066,9745,11307,267027
65348,301082.Dead_Until_Dark,195874,174102,112395,30241,13804,19496,526416
65378,32454770-i-m-with-you,136,194,37,3,1,13,371
65391,282210.Fearless,1968,1881,1493,415,170,409,5927
65421,9460487-miss-peregrine-s-home-for-peculiar-children,406481,409207,271613,76931,26489,65228,1190721
65451,28266385-the-eternal-chain,83,7,7,2,4,6,103
65457,21222015-calico-jack-in-your-garden,128,30,19,6,19,7,202
65464,55426643-the-girl-from-jakarta,17,4,6,4,0,9,31
65473,17977864-the-long-weekend,28,5,2,2,0,0,37
65474,47956.Daughter_of_the_Blood,18149,11103,5931,2295,1701,2478,39179
65504,7437.Naked_Lunch,19071,26065,24145,10997,6767,4349,87045
65534,19161914-the-grifters,3446,4642,2271,570,266,547,11195
65564,5171.Drowning_Ruth,18566,32165,24751,5506,1239,2697,82227
65594,23000635-dogshit-saved-my-life,100,25,19,9,12,11,165
65605,21796912-conjuring-darkness,139,46,46,35,28,97,294
65635,18132276-spellbound-in-his-arms,186,51,53,34,40,71,364
65665,21448484-cornered-coyote,237,42,40,7,9,51,335
65695,17796115-reckless-endangerment,131,70,49,21,11,29,282
65724,22372304-the-gang-bust,63,9,4,1,2,5,79
65729,20880952-a-house-without-windows,209,138,135,81,51,111,614
65759,18634828-seaside-seduction,64,15,20,16,7,11,122
65770,17455508-tea-party-teddy,110,24,9,4,13,36,160
65800,18008195-casual-women-a-short-story,7,4,3,1,3,0,18
65801,18188093-the-cana-mystery,204,317,224,85,23,128,853
65831,20445713-tainted-bodies,179,122,109,39,26,144,475
65861,21840699-heinous,386,219,69,9,7,51,690
65891,20975446-tainted-pictures,163,85,38,14,7,106,307
65921,34971332-el-santo,1789,775,346,315,365,667,3590
65951,22842304-kerri-s-war,586,461,239,123,118,16,1527
65967,23273559-without-mercy,43,15,12,2,1,20,73
65987,22842297-the-bridge-to-caracas,1302,1127,628,383,367,44,3807
66017,17908774-the-unrelenting-tide,74,51,26,7,1,33,159
66047,39404400-trust-no-one,48,13,22,25,28,12,136
66059,16076079-rage,582,408,140,24,11,82,1165
66089,15984415-obsession,1094,1030,500,91,43,257,2758
66119,15984414-impulse,787,738,310,50,22,122,1907
66149,23629112-aphrodite-s-fire,24,6,4,5,3,16,42
66165,18370534-visions,31,10,2,1,0,21,44
66186,22882294-the-tainted-trust,598,480,206,117,126,15,1527
66201,18456443-vicious,424,251,68,15,2,56,760
66231,22027751-depraved,397,194,59,14,5,58,669
66261,15831167-shiver-sweet,27,41,34,16,10,15,128
66276,19541682-wild-heart,209,242,164,41,23,76,679
66306,25706135-runaway,88,45,19,2,1,44,155
66336,25305987-pleasures,11,2,1,0,0,2,14
66338,12666460-dream-of-me,45,38,15,9,6,31,113
66368,14059591-looking-through-blind-eyes,32,17,11,6,3,19,69
66387,15837974-the-boiler-plot,12,15,7,1,3,9,38
66396,20984821-touched-by-sunlight,18,2,1,2,0,6,23
66402,23264634-curveball,116,41,12,3,1,76,173
66432,38101601-eye-of-the-storm,116,62,17,1,3,90,199
66462,12240419-table-21,120,130,112,49,19,58,430
66492,18681231-dangerous-attraction-romantic-suspense-boxed-set,106,94,98,28,17,28,343
66520,16008816-shattered-visions-haunted-memories,21,5,3,0,0,5,29
66525,15761010-reflection-of-secrets,17,10,5,0,0,10,32
66535,55961601-mad-love,87,24,16,4,11,12,142
66547,20591541-the-eternal-chain,83,7,7,2,4,6,103
66553,18459045-gatsby-s-smile,803,725,329,154,154,11,2165
66564,25911491-carved-in-stone,6,1,2,1,0,5,10
66569,31144800-measure-for-measure,7,6,1,0,0,13,14
66582,34505488-light,25,2,0,0,0,18,27
66600,36586839-based-on-lies,7,9,4,3,2,18,25
66618,39934931-just-like-animals,382,257,152,65,34,172,890
66648,29345928-di-undici-foglie,19,11,8,2,4,7,44
66655,7443012-mid-ocean,373,325,127,85,70,27,980
66682,38881934-a-summer-of-secrets,49,29,23,11,15,9,127
66691,17669109-kick-assitude,11,7,2,0,1,7,21
66698,10014677-front-row-center,25,4,2,0,0,7,31
66705,29595636-dark,34,11,6,5,13,23,69
66726,12598203-tidal-wave,17,9,4,1,0,8,31
66734,15849310-riptide,103,63,39,19,7,31,231
66764,13555294-redneck-p-i,18,15,2,0,1,11,36
66775,13157992-kiss-me-slowly,73,17,15,3,3,14,111
66789,32009740-fire,32,3,1,0,1,18,37
66807,21902777-untainted,141,59,39,7,5,86,251
66837,15315194-trust-no-one,142,168,98,19,14,58,441
66867,17605380-seeing-karma,17,2,2,0,1,0,22
66868,21798847-branded,116,81,38,13,10,62,258
66898,17342312-revealing-visions,10,0,4,11,0,3,25
66901,23517687-bound,77,31,9,2,0,28,119
66929,16058685-angels-and-arrows,17,8,2,1,1,10,29
66939,25129021-broken,52,21,8,2,0,29,83
66968,53273044-testimony-of-the-dead,7,2,0,1,0,0,10
66969,26159620-bliss,31,16,2,1,0,16,50
66985,17333443-ruthless,530,319,89,15,5,81,958
67015,17225367-revenge,563,346,119,17,4,69,1049
67045,18136105-bone-deep,1294,987,453,93,38,122,2865
67075,17046603-midnight-sacrifice,8179,6099,2339,542,267,419,17426
67105,15788796-power,617,476,214,39,7,94,1353
67135,16100083-buried,9332,6079,1967,336,124,721,17838
67165,12136622-on-the-choptank-shores,6,0,0,0,0,3,6
67168,13552990-manhunt,58,68,45,21,10,42,202
67198,16119326-know-thy-neighbor,9,2,1,0,0,4,12
67202,13518006-deadly-eyes,25,26,14,6,8,36,79
67232,18394751-among-the-shrouded,228,113,99,37,27,92,504
67262,18714323-crashing-back-down,210,169,127,50,35,183,591
67292,20983026-destroy-me,180,165,244,141,101,82,831
67322,18755837-to-russia-with-love,80,27,8,0,0,39,115
67352,25400663-deferred-consumption,8,3,2,1,2,2,16
67354,25342489-keep-the-ghost,79,101,93,31,21,52,325
67384,27415324-the-wind-guardian,206,171,153,59,36,109,625
67414,25212279-third-eye-p-i,32,16,6,9,7,31,70
67444,28451428-strictly-professional,79,101,58,25,11,71,274
67474,36298625-present-history,9,2,0,0,0,5,11
67479,63922836-conflict-of-intrigues,5,4,1,1,0,0,11
67480,10824633-the-kandie-shop,13,12,10,0,1,2,36
67482,15721789-way-out-of-line,10,3,2,0,0,5,15
67487,17348289-declan-s-cross,373,498,306,71,19,164,1267
67517,18377611-places-i-never-meant-to-go,16,3,6,6,2,16,33
67533,300905._,7665,5346,2262,600,319,1695,16192
67563,171942._,9751,8254,4802,1638,739,2441,25184
67593,67464._,3295,4056,3519,1273,498,1098,12641
67623,46270.Suvashun,2742,2904,1787,447,158,670,8038
67653,116925._,1430,1870,1191,404,195,465,5090
67683,185493._,2069,846,412,130,62,342,3519
67713,83732._,1876,1511,591,130,42,526,4150
67743,58275._,1965,3094,2816,1020,332,623,9227
67773,117904._,2161,2618,1677,572,318,593,7346
67803,302983._,2425,2008,835,239,91,623,5598
67833,79451._,1329,1747,2196,1522,1078,623,7872
67863,178493._,1716,1476,964,458,311,481,4925
67893,58255._,1393,2363,2727,947,360,442,7790
67923,594099._,3170,2090,999,270,125,950,6654
67953,3281941,604,1027,1599,1064,892,474,5186
67983,276123._,1182,1123,1629,1188,987,325,6109
68013,198021._,1240,878,511,130,56,117,2815
68043,180038._,798,982,673,208,60,376,2721
68073,25076863,164,85,38,12,46,88,345
68103,74834._,371,404,614,510,508,237,2407
68133,66610._,2104,2706,2070,538,139,335,7557
68163,79450._,1818,1671,1451,612,328,449,5880
68193,162084._,864,1105,568,129,28,324,2694
68223,8294628,489,640,466,111,63,208,1769
68253,136760._,520,842,639,196,58,351,2255
68283,13634800,507,532,461,174,101,232,1775
68313,74862._,6833,4767,2481,613,204,930,14898
68343,83683._,435,480,297,91,14,209,1317
68373,248078._,254,287,174,38,16,73,769
68403,194563._,1670,1580,1521,682,385,624,5838
68433,1219628._,339,538,564,268,115,123,1824
68463,208420._,172,198,87,13,17,99,487
68493,150002._,2194,2293,1397,341,122,752,6347
68523,5055269,419,692,569,178,91,176,1949
68553,157195._,171,328,287,81,22,91,889
68583,66608._,1945,2409,1689,449,153,309,6645
68613,11360946,408,443,243,42,14,61,1150
68643,150065._,864,926,515,169,51,274,2525
68673,11899403,80,222,224,71,18,135,615
68703,116914._,247,538,803,383,145,238,2116
68733,3282084,500,597,499,222,119,198,1937
68763,576435._270_,124,192,159,82,24,67,581
68793,612709._,248,352,394,218,76,106,1288
68823,549237._,477,617,339,68,25,200,1526
68853,83685._,309,287,194,51,13,104,854
68883,9253243,297,161,68,14,3,86,543
68913,136878._,418,467,288,83,33,172,1289
68943,1845104._,165,160,125,43,23,53,516
68973,630826._,341,343,161,71,36,219,952
69003,22324525,883,962,632,183,68,201,2728
69033,118065._,142,278,274,82,55,110,831
69063,113118._,162,325,386,161,84,68,1118
69093,113104._,198,201,129,24,10,79,562
69123,173034._,190,182,135,53,23,66,583
69153,207199._,382,520,693,401,215,210,2211
69183,455778._,220,193,101,23,9,58,546
69213,157032._,406,452,271,87,52,139,1268
69243,253945._,112,201,237,106,37,78,693
69273,253932._,119,149,127,47,17,41,459
69303,637699._,329,430,333,103,21,92,1216
69333,248073._,463,728,433,126,17,223,1767
69363,129196._,720,739,468,165,55,176,2147
69393,113124._,95,196,280,138,46,51,755
69423,318741._,201,251,248,102,34,92,836
69453,157456._,212,258,361,179,106,98,1116
69483,252025._,268,408,343,126,35,193,1180
69513,545467._,525,774,617,328,142,255,2386
69543,1810346._,258,157,71,12,8,44,506
69573,13411187,13,25,56,38,42,28,174
69601,145603._,177,166,110,40,38,48,531
69631,129197._,527,592,474,171,93,95,1857
69661,702969._,66,61,116,110,205,53,558
69691,1473895._,106,82,38,18,13,45,257
69721,926990._,508,339,192,67,37,154,1143
69751,707982._,791,609,248,79,31,274,1758
69781,827259._,78,206,282,144,38,73,748
69811,148683._,6332,9862,6349,1481,470,3376,24494
69841,206900._,1164,713,317,73,20,225,2287
69871,610531._,3284,1594,660,161,43,442,5742
69901,146317._,427,797,1153,683,395,247,3455
69931,497824._,411,180,88,31,16,86,726
69961,2539671._,147,66,62,18,8,25,301
69986,16300957,7,16,15,10,15,18,63
70004,624061._,18,26,37,33,9,8,123
70012,6066276,14,15,37,22,24,14,112
70026,497834._,483,272,162,59,34,99,1010
70056,545417._,178,152,112,34,8,72,484
70086,15723912,32,50,44,15,13,35,154
70116,377087._,65,110,115,56,23,48,369
70146,204273._,450,731,775,252,107,235,2315
70176,439859._,839,867,695,287,103,271,2791
70206,9239439,53,127,146,50,10,43,386
70236,7147277,10,31,98,55,42,32,236
70266,2023051._,117,135,148,105,79,68,584
70296,18190756,15,30,24,6,4,19,79
70315,22019590,94,55,27,7,6,39,189
70345,18398136,49,25,10,1,2,18,87
70363,663344._,75,74,28,5,2,25,184
70388,5569342,37,96,114,68,22,36,337
70418,4556058-the-last-olympian,576817,226739,69337,10310,4061,33645,887264
70448,2120932.The_Battle_of_the_Labyrinth,541508,305631,99544,13236,5146,28326,965065
70478,28186.The_Sea_of_Monsters,471332,361177,160075,23161,5293,38881,1021038
70508,561456.The_Titan_s_Curse,486890,308075,112201,13711,4045,31138,924922
70538,9520360-the-son-of-neptune,299606,165887,53237,8196,2946,20627,529872
70568,35959740-circe,398816,300813,111501,24179,9231,83628,844540
70598,5323390-radiant-darkness,781,856,734,267,95,300,2733
70628,7768157-goddess-of-troy,2454,1673,929,270,95,283,5421
70658,16721309-sunburn,193,64,30,10,5,47,302
70688,9462795-starcrossed,30484,22607,11833,4037,2347,5462,71308
70718,12127810-the-house-of-hades,240280,92877,24656,3929,1776,19268,363518
70748,15724908-persephone,1570,1776,1234,388,153,591,5121
70778,18844839-the-deep-end-of-the-sea,786,683,498,193,97,460,2257
70808,9681214-the-goddess-test,18760,18041,13318,5037,2369,5363,57525
70838,2299110.Acheron,41410,10924,4094,1167,694,3814,58289
70868,7199829-persephone-the-phony,2270,1264,846,174,79,298,4633
70898,640029.Nobody_s_Princess,3339,4287,3966,1228,345,1076,13165
70928,6788767-athena-the-brain,3697,2096,1536,454,204,642,7987
70958,9397967-abandon,11158,11984,10393,3897,1814,3986,39246
70988,9067850-the-throne-of-fire,86971,69153,31717,5850,1856,7056,195547
71018,22022826-triton,50,13,5,3,5,15,76
71033,2342943.Oh_My_Gods_,4482,4904,4062,1224,424,1086,15096
71063,3992598-the-demigod-files,38233,32123,23361,4505,770,3663,98992
71093,7090447-the-red-pyramid,159657,122701,67953,17396,6501,15168,374208
71123,18705209-the-blood-of-olympus,166763,83769,28158,5268,1848,19650,285806
71153,9439989-touch-of-frost,10919,11644,6829,1833,690,2209,31915
71183,93941.The_King_Must_Die,2933,3321,1761,412,169,746,8596
71213,13246736-antigoddess,1913,2879,2353,811,298,1358,8254
71243,7199828-aphrodite-the-beauty,2374,1171,874,231,88,218,4738
71273,5927462-goddess-boot-camp,4037,3376,2948,767,282,402,11410
71303,9296389-athena-the-wise,1949,889,523,117,51,126,3529
71333,12995284-dreamless,19339,14517,6917,1547,576,2488,42896
71363,15046.Weight,1705,2478,1869,565,156,757,6773
71393,257149.Lord_of_the_Silver_Bow,7337,4850,1662,281,102,676,14232
71423,248632.The_Bull_from_the_Sea,1372,1477,722,109,27,223,3707
71453,8569145-my-lord-hades,98,97,77,25,14,32,311
71483,7849034-goddess,15525,10118,4873,1195,419,2136,32130
71513,13549824-accidentally-in-love-with-a-god,1828,1903,1407,521,219,639,5878
71543,1527854.Girl_Meets_Boy,2091,3160,2158,553,125,966,8087
71573,12637490-goddess-interrupted,12236,9941,6541,1982,672,2272,31372
71603,2873691-pandora-gets-vain,511,458,368,77,20,82,1434
71633,25805267-eclipsing-apollo,90,56,31,5,2,17,184
71650,10838776-the-goddess-inheritance,7503,6422,4414,1389,518,1547,20246
71680,352383.Antigone,7187,8121,6171,2006,707,782,24192
71710,29044.The_Secret_History,258368,186156,82819,25001,9140,55650,561484
71740,3972.Olympos,6066,7030,3757,1085,359,702,18297
71770,10429067-sweet-venom,4150,4159,2871,712,310,1240,12202
71800,6752458-pandora-gets-heart,466,361,199,39,14,43,1079
71830,21539553-tritonium,37,3,4,0,2,9,46
71839,10421530-kiss-of-frost,9095,8913,5243,1103,301,1284,24655
71869,28526866-olympian-confessions,78,64,48,29,9,44,228
71899,3973.Ilium,10600,11241,5166,1413,563,1289,28983
